id,word,category,sentenceJapanese,sentenceRomaji,sentenceEnglish
sent-3211,所属する,Suru Verbs,彼は学生の時、図書館に所属していました。,"Kare wa gakusei no toki, toshokan ni shozoku shite imashita.","When he was a student, he belonged to the library club."
sent-3212,所属する,Suru Verbs,彼女は国際的なNGOに所属しています。,Kanojo wa kokusaiteki na NGO ni shozoku shiteimasu.,She belongs to an international NGO.
sent-3213,所属する,Suru Verbs,君の所属する部門はどれですか？,Kimi no shozoku suru bumon wa dore desu ka?,Which department do you belong to?
sent-3214,所属する,Suru Verbs,私は彼女と同じグループに所属することになりました。,Watashi wa kanojo to onaji guruupu ni shozoku suru koto ni narimashita.,I ended up joining the same group as her.
sent-3215,所属する,Suru Verbs,彼は新入社員として、営業部に所属することになりました。,"Kare wa shinnyuushain toshite, eigyoubu ni shozoku suru koto ni narimashita.","As a new employee, he joined the sales department."
sent-3216,主張する,Suru Verbs,彼は自分の意見を強く主張した。,Kare wa jibun no iken o tsuyoku shuchou shita,He strongly asserted his opinion.
sent-3217,主張する,Suru Verbs,それぞれの国が自国の利益を主張するのは当然だ。,Sorezore no kuni ga jikoku no rieki o shuchou suru no wa touzen da,It's natural for each country to claim its own interests.
sent-3218,主張する,Suru Verbs,双方は互いの立場を主張し、議論は平行線をたどっていた。,"Souhou wa tagai no tachiba o shuchou shi, giron wa heikousen o tadotte ita","Both sides asserted their positions, and the argument followed parallel lines."
sent-3219,主張する,Suru Verbs,彼女は労働者の権利を守るために声を大にして主張している。,Kanojo wa roudousha no kenri o mamoru tame ni koe o ō ni shite shuchou shite iru,She is loudly asserting to protect the rights of workers.
sent-3220,主張する,Suru Verbs,私たちは平和を主張することをやめることはありません。,Watashitachi wa heiwa o shuchou suru koto o yameru koto wa arimasen,We will never stop advocating for peace.
sent-3221,集中する,Suru Verbs,試験の前には、勉強に集中することが重要だ。,"Shiken no mae ni wa, benkyou ni shuuchuu suru koto ga juuyou da.",It is important to concentrate on studying before the exam.
sent-3222,集中する,Suru Verbs,仕事を効率よく進めるために、タスクに集中することが大切です。,"Shigoto o kouritsu yoku susumeru tame ni, tasku ni shuuchuu suru koto ga taisetsu desu.","To promote work efficiently, it is important to concentrate on tasks."
sent-3223,集中する,Suru Verbs,音楽を聴くと、より作業に集中することができます。,"Ongaku o kiku to, yori sagyou ni shuuchuu suru koto ga dekimasu.",Listening to music can help you concentrate more on your work.
sent-3224,集中する,Suru Verbs,このプロジェクトの成功のために、全員が力を集中することが求められています。,"Kono purojekuto no seikou no tame ni, zen'in ga chikara o shuuchuu suru koto ga motomerareteimasu.","For the success of this project, everyone is required to concentrate their efforts."
sent-3225,集中する,Suru Verbs,ヨガの練習中は、呼吸に集中することでリラックスできます。,"Yoga no renshuu chuu wa, kokyuu ni shuuchuu suru koto de rirakkusu dekimasu.","During yoga practice, you can relax by concentrating on your breath."
sent-3226,縮小する,Suru Verbs,会社は経費を縮小することを決定した。,Kaisha wa keihi o shukushou suru koto o kettei shita,The company decided to reduce expenses.
sent-3227,縮小する,Suru Verbs,プロジェクトの規模は縮小することになった。,Purojekuto no kibo wa shukushou suru koto ni natta,The scale of the project ended up being reduced.
sent-3228,縮小する,Suru Verbs,彼は写真を縮小して印刷した。,Kare wa shashin o shukushou shite insatsu shita,He reduced the size of the photo and printed it.
sent-3229,縮小する,Suru Verbs,政府は軍事予算を縮小する計画を発表した。,Seifu wa gunji yosan o shukushou suru keikaku o happyou shita,The government announced a plan to reduce military spending.
sent-3230,縮小する,Suru Verbs,環境問題を解決するために、私たちはエネルギー使用量を縮小するべきだ。,"Kankyou mondai o kaiketsu suru tame ni, watashitachi wa enerugii shiyou ryou o shukushou suru beki da","To solve environmental issues, we should reduce our energy consumption."
sent-3231,出版する,Suru Verbs,彼は自分の小説を出版するために努力している。,Kare wa jibun no shousetsu o shuppansuru tame ni doryoku shite iru,He is making efforts to publish his novel.
sent-3232,出版する,Suru Verbs,新しい雑誌が来月出版される予定です。,Atarashii zasshi ga raigetsu shuppansareru yotei desu,The new magazine is scheduled to be published next month.
sent-3233,出版する,Suru Verbs,出版社はあの有名作家の最新作を出版する予定です。,Shuppansha wa ano yuumei sakka no saishinsaku o shuppansuru yotei desu,The publisher plans to publish the latest work of that famous writer.
sent-3234,出版する,Suru Verbs,私は将来、自分で詩集を出版することが夢です。,"Watashi wa shourai, jibun de shishuu o shuppansuru koto ga yume desu",My dream is to publish my own collection of poems in the future.
sent-3235,出版する,Suru Verbs,この小説は先月出版され、大変人気がある。,"Kono shousetsu wa sengetsu shuppansare, taihen ninki ga aru",This novel was published last month and is very popular.
sent-3236,出発する,Suru Verbs,今日は朝早く出発する予定です。,Kyou wa asa hayaku shuppatsu suru yotei desu,We are planning to depart early in the morning today.
sent-3237,出発する,Suru Verbs,彼らは夕方に出発したので、遅くに着くだろう。,"Karera wa yuugata ni shuppatsu shita node, osoku ni tsuku darou","They departed in the evening, so they will likely arrive late."
sent-3238,出発する,Suru Verbs,電車はちょうど時間通りに出発した。,Densha wa choudo jikandoori ni shuppatsu shita,The train departed exactly on time.
sent-3239,出発する,Suru Verbs,彼は出発する前に荷物を確認しました。,Kare wa shuppatsu suru mae ni nimotsu o kakunin shimashita,He checked his luggage before departing.
sent-3240,出発する,Suru Verbs,出発するときには、忘れ物がないか最後にチェックしましょう。,"Shuppatsu suru toki ni wa, wasuremono ga nai ka saigo ni chekku shimashou","When departing, let's check one last time to make sure we haven't forgotten anything."
sent-3241,修理する,Suru Verbs,故障した車を修理するために、修理工場に持っていく必要がある。,"Koshou shita kuruma o shuuri suru tame ni, shuuri koujou ni motte iku hitsuyou ga aru.","To repair the broken car, it is necessary to take it to a repair workshop."
sent-3242,修理する,Suru Verbs,スマートフォンが突然壊れたので、早急に修理する必要があります。,"Sumahtofon ga totsuzen kowareta node, soukyuu ni shuuri suru hitsuyou ga arimasu.","My smartphone suddenly broke, so I need to repair it as soon as possible."
sent-3243,修理する,Suru Verbs,友人が自転車のチェーンを修理する方法を教えてくれた。,Yuujin ga jitensha no cheen o shuuri suru houhou o oshiete kureta.,My friend taught me how to repair the bicycle chain.
sent-3244,修理する,Suru Verbs,パソコンが壊れたら、専門家に修理してもらうことをお勧めします。,"Pasokon ga kowaretara, senmonka ni shuuri shite morau koto o osusume shimasu.","If your computer breaks, I recommend having an expert repair it."
sent-3245,修理する,Suru Verbs,古い家具を修理して、新品同様に見せることができる。,"Furui kagu o shuuri shite, shinpin douyou ni miseru koto ga dekiru.",You can repair old furniture and make it look as good as new.
sent-3246,就職する,Suru Verbs,卒業後すぐに就職する予定です。,Sotsugyougo sugu ni shuushoku suru yotei desu.,I plan to get a job immediately after graduation.
sent-3247,就職する,Suru Verbs,彼は優秀な企業に就職することができました。,Kare wa yuushuu na kigyou ni shuushoku suru koto ga dekimashita.,He was able to get a job at an excellent company.
sent-3248,就職する,Suru Verbs,就職するためには、適切なスキルを身に付けることが重要です。,"Shuushoku suru tame ni wa, tekisetsu na sukiru o mi ni tsukeru koto ga juuyou desu.",It is important to acquire appropriate skills in order to get a job.
sent-3249,就職する,Suru Verbs,彼女は海外で就職することを考えています。,Kanojo wa kaigai de shuushoku suru koto o kangaeteimasu.,She is considering getting a job abroad.
sent-3250,就職する,Suru Verbs,彼はパートタイムで働きながら、正社員として就職する機会を待っています。,"Kare wa paatotaimu de hatarakinagara, seishain toshite shuushoku suru kikai o matteimasu.",He is working part-time and waiting for an opportunity to get a job as a full-time employee.
sent-3251,出席する,Suru Verbs,授業に出席するのは大切です。,Jugyou ni shusseki suru no wa taisetsu desu,It is important to attend classes.
sent-3252,出席する,Suru Verbs,今日の会議に出席する予定です。,Kyou no kaigi ni shusseki suru yotei desu,I plan to attend today's meeting.
sent-3253,出席する,Suru Verbs,彼は式典に出席するために早く着いた。,Kare wa shikiten ni shusseki suru tame ni hayaku tsuita,He arrived early to attend the ceremony.
sent-3254,出席する,Suru Verbs,すべての生徒は授業に定期的に出席する必要があります。,Subete no seito wa jugyou ni teikiteki ni shusseki suru hitsuyou ga arimasu,All students need to attend classes regularly.
sent-3255,出席する,Suru Verbs,明日の試合の応援に出席するかどうか、彼に報告してください。,"Ashita no shiai no ouen ni shusseki suru ka douka, kare ni houkoku shite kudasai",Please let him know if you will attend tomorrow's game to cheer.
sent-3256,出張する,Suru Verbs,今週、東京へ出張する予定です。,"Konshuu, Toukyou e shucchou suru yotei desu.",I am planning to go on a business trip to Tokyo this week.
sent-3257,出張する,Suru Verbs,彼はよく海外へ出張する。,Kare wa yoku kaigai e shucchou suru.,He often goes on business trips abroad.
sent-3258,出張する,Suru Verbs,今回の出張で新しいクライアントと会う予定です。,Konkai no shucchou de atarashii kuraianto to au yotei desu.,I plan to meet with a new client on this business trip.
sent-3259,出張する,Suru Verbs,社員は定期的に出張する必要があります。,Shain wa teikiteki ni shucchou suru hitsuyou ga arimasu.,Employees need to go on business trips on a regular basis.
sent-3260,出張する,Suru Verbs,出張で疲れたので、早く帰りたいです。,"Shucchou de tsukareta node, hayaku kaeritai desu.",I'm tired from the business trip and want to return home early.
sent-3261,相談する,Suru Verbs,先生に進路の相談をすることにしました。,Sensei ni shinro no soudan o suru koto ni shimashita,I decided to consult with the teacher about my career path.
sent-3262,相談する,Suru Verbs,チームの問題について、リーダーと相談するべきだと思います。,"Chiimu no mondai ni tsuite, ridaa to soudan suru beki da to omoimasu",I think we should consult with the leader about the team's problems.
sent-3263,相談する,Suru Verbs,彼女と結婚の準備を進める前に、両親と相談した方がいいでしょう。,"Kanojo to kekkon no junbi o susumeru mae ni, ryoushin to soudan shita hou ga ii deshou",You should consult with your parents before proceeding with marriage preparations with her.
sent-3264,相談する,Suru Verbs,迷っているときは、友達と相談することが役に立つことがあります。,"Mayotte iru toki wa, tomodachi to soudan suru koto ga yaku ni tatsu koto ga arimasu","When you are unsure, consulting with friends can sometimes be helpful."
sent-3265,相談する,Suru Verbs,彼は新しいプロジェクトを始める前に、上司と相談することに決めた。,"Kare wa atarashii purojekuto o hajimeru mae ni, joushi to soudan suru koto ni kimeta",He decided to consult with his boss before starting a new project.
sent-3266,掃除する,Suru Verbs,部屋を掃除するのは毎週の土曜日にします。,Heya o souji suru no wa maishuu no doyoubi ni shimasu,I clean the room every Saturday.
sent-3267,掃除する,Suru Verbs,一週間に一度、家全体を掃除することをお勧めします。,"Isshuukan ni ichido, ie zentai o souji suru koto o osusume shimasu",I recommend cleaning the whole house once a week.
sent-3268,掃除する,Suru Verbs,私たちは、地域の公園を掃除するボランティア活動に参加しました。,"Watashitachi wa, chiiki no kouen o souji suru borantia katsudou ni sanka shimashita",We participated in a volunteer activity to clean the local park.
sent-3269,掃除する,Suru Verbs,仕事が終わったら、デスクを掃除する習慣があります。,"Shigoto ga owattara, desuku o souji suru shuukan ga arimasu",I have a habit of cleaning my desk after work.
sent-3270,掃除する,Suru Verbs,大掃除をする前に、掃除道具を揃えておくことが大切です。,"Oosouji o suru mae ni, souji dougu o soroete oku koto ga taisetsu desu",It's important to prepare cleaning tools before doing a big cleanup.
sent-3271,存在する,Suru Verbs,この世界には未知の生物がまだ存在すると信じている。,Kono sekai ni wa michi no seibutsu ga mada sonzai suru to shinjite iru,I believe that there are still unknown creatures existing in this world.
sent-3272,存在する,Suru Verbs,魔法が実際に存在するとしたら、どのような力を持っているのだろう。,"Mahou ga jissai ni sonzai suru to shitara, dono you na chikara o motte iru no darou","If magic really exists, what kind of power would it have?"
sent-3273,存在する,Suru Verbs,彼は、幽霊は存在するという話を信じている。,"Kare wa, yuurei wa sonzai suru to iu hanashi o shinjite iru",He believes in the stories that ghosts exist.
sent-3274,存在する,Suru Verbs,絶滅したと思われていた動物が、実はまだ存在することが判明した。,"Zetsumetsu shita to omowarete ita doubutsu ga, jitsu wa mada sonzai suru koto ga hanmei shita",It was discovered that animals thought to be extinct are actually still existing.
sent-3275,存在する,Suru Verbs,太陽系の中には私たちの知らない惑星がまだ存在するかもしれません。,Taiyoukei no naka ni wa watashitachi no shiranai wakusei ga mada sonzai suru kamoshiremasen,There might still be undiscovered planets existing within our solar system.
sent-3276,操作する,Suru Verbs,車の運転は正しい操作が重要だ。,Kuruma no unten wa tadashii sousa ga juuyou da.,Proper operation is important when driving a car.
sent-3277,操作する,Suru Verbs,コンピュータを上手に操作するには練習が必要だ。,Konpyuuta wo jouzu ni sousa suru ni wa renshuu ga hitsuyou da.,Practice is necessary to operate a computer skillfully.
sent-3278,操作する,Suru Verbs,彼は機械を操作するのが得意だ。,Kare wa kikai wo sousa suru no ga tokui da.,He is good at operating machines.
sent-3279,操作する,Suru Verbs,操作ミスで重要なデータが消えてしまった。,Sousa misu de juuyou na deeta ga kiete shimatta.,The important data was lost due to an operation error.
sent-3280,操作する,Suru Verbs,自動化が進むと、人が直接操作する機会が減る。,"Jidouka ga susumu to, hito ga chokusetsu sousa suru kikai ga heru.","As automation progresses, opportunities for humans to operate directly will decrease."
sent-3281,組織する,Suru Verbs,会社は新しい部署を組織することを計画しています。,Kaisha wa atarashii busho o soshiki suru koto o keikaku shiteimasu.,The company is planning to organize a new department.
sent-3282,組織する,Suru Verbs,スポーツ大会を組織するための準備を進めている。,Supo-tsu taikai o soshiki suru tame no junbi o susumeteiru.,We are working on preparations to organize a sports event.
sent-3283,組織する,Suru Verbs,彼は地域の若者たちを組織するリーダーに選ばれた。,Kare wa chiiki no wakamono-tachi o soshiki suru riida ni erabareta.,He was chosen as the leader to organize the young people in the community.
sent-3284,組織する,Suru Verbs,救援活動を効果的に行うため、ボランティアを組織する必要があります。,"Kyuuen katsudou o koukateki ni okonau tame, borantia o soshiki suru hitsuyou ga arimasu.",We need to organize volunteers to effectively carry out relief activities.
sent-3285,組織する,Suru Verbs,働くために、新しいチームを組織することが重要だ。,"Hataraku tame ni, atarashii chi-mu o soshiki suru koto ga juuyou da.",It is important to organize a new team for working.
sent-3286,卒業する,Suru Verbs,来年の春に大学を卒業する予定です。,Rainen no haru ni daigaku o sotsugyou suru yotei desu.,I am planning to graduate from university next spring.
sent-3287,卒業する,Suru Verbs,彼は私たちの高校を卒業したばかりです。,Kare wa watashitachi no koukou o sotsugyou shita bakari desu.,He has just graduated from our high school.
sent-3288,卒業する,Suru Verbs,卒業式の後で、友達と写真を撮りました。,"Sotsugyoushiki no ato de, tomodachi to shashin o torimashita.","After the graduation ceremony, I took photos with my friends."
sent-3289,卒業する,Suru Verbs,卒業を祝うために、パーティーを開きました。,"Sotsugyou o iwau tame ni, paatii o hirakimashita.",We held a party to celebrate graduation.
sent-3290,卒業する,Suru Verbs,教育を続けるため、大学院に進学します。,"Kyouiku o tsudzukeru tame, daigakuin ni shingaku shimasu.","To continue my education, I will go on to graduate school."
sent-3291,想像する,Suru Verbs,未来の世界を想像するのは難しい。,Mirai no sekai o souzou suru no wa muzukashii.,It's difficult to imagine the world of the future.
sent-3292,想像する,Suru Verbs,彼女がどんな感じで喜ぶかを想像しながらプレゼントを選びました。,Kanojo ga donna kanji de yorokobu ka o souzou shinagara purezento o erabimashita.,I chose a present while imagining how she would be happy.
sent-3293,想像する,Suru Verbs,この絵は見る人に自由に想像することを促します。,Kono e wa miru hito ni jiyuu ni souzou suru koto o unagashimasu.,This painting encourages viewers to imagine freely.
sent-3294,想像する,Suru Verbs,彼の成功について話すと、彼がどれだけ苦労したかを想像できる。,"Kare no seikou ni tsuite hanasu to, kare ga dore dake kurou shita ka o souzou dekiru.","When talking about his success, you can imagine how much he struggled."
sent-3295,想像する,Suru Verbs,彼が何を考えているのか、全く想像がつかない。,"Kare ga nani o kangaete iru no ka, mattaku souzou ga tsukanai.",I can't imagine at all what he's thinking about.
sent-3296,推薦する,Suru Verbs,私は彼女を仕事に推薦します。,Watashi wa kanojo o shigoto ni suisen shimasu,I will recommend her for the job.
sent-3297,推薦する,Suru Verbs,先生が私を大学の推薦状を書いてくれることを決めた。,Sensei ga watashi o daigaku no suisenjou o kaite kureru koto o kimeta,The teacher decided to write me a letter of recommendation for the university.
sent-3298,推薦する,Suru Verbs,この本を推薦します、とても面白かったです。,"Kono hon o suisen shimasu, totemo omoshirokatta desu","I recommend this book, it was very interesting."
sent-3299,推薦する,Suru Verbs,彼は私にロッククライミングジムを推薦しました。,Kare wa watashi ni rokku kuraimingu jimu o suisen shimashita,He recommended a rock climbing gym to me.
sent-3300,推薦する,Suru Verbs,私はこのプログラムを誰でもが使いたい方に推薦します。,Watashi wa kono puroguramu o daredemo ga tsukaitai kata ni suisen shimasu,I recommend this program to anyone who wants to use it.
sent-3301,スタートする,Suru Verbs,レースがスタートする時点で、彼の勝利は確実だった。,"Rēsu ga sutāto suru jiten de, kare no shōri wa kakujitsu datta.","At the point when the race started, his victory was certain."
sent-3302,スタートする,Suru Verbs,新しいプロジェクトをスタートする前に計画を立てましょう。,Atarashii purojekuto o sutāto suru mae ni keikaku o tatemashou.,Let's make a plan before starting a new project.
sent-3303,スタートする,Suru Verbs,新年がスタートすると、みんなは新しい目標と決意を持ち始める。,"Shinnen ga sutāto suru to, minna wa atarashii mokuhyou to ketsui o mochi hajimeru.","When the new year starts, everyone starts to have new goals and determination."
sent-3304,スタートする,Suru Verbs,大会は３０分後にスタートしますので準備してください。,Taikai wa sanjuppun-go ni sutāto shimasu no de junbi shite kudasai.,"The competition will start in 30 minutes, so please prepare."
sent-3305,スタートする,Suru Verbs,スタートする瞬間、彼は緊張で足が震えていた。,"Sutāto suru shunkan, kare wa kinchou de ashi ga furuete ita.","At the moment he started, his legs were shaking with nervousness."
sent-3306,逮捕する,Suru Verbs,犯人を逮捕するために、警察が捜査を行った。,"Hannin o taihosuru tame ni, keisatsu ga sousa o okonatta.",The police conducted an investigation to arrest the criminal.
sent-3307,逮捕する,Suru Verbs,警察は疑いのある人物を逮捕する権限を持っている。,Keisatsu wa utagai no aru jinbutsu o taihosuru kengen o motte iru.,The police have the authority to arrest suspected individuals.
sent-3308,逮捕する,Suru Verbs,彼は違法な行為の容疑で逮捕されました。,Kare wa iho-na koui no yougi de taiho sare mashita.,He was arrested on suspicion of illegal activities.
sent-3309,逮捕する,Suru Verbs,彼女は窃盗罪で警察に逮捕されました。,Kanojo wa settouzai de keisatsu ni taiho sare mashita.,She was arrested by the police for theft.
sent-3310,逮捕する,Suru Verbs,その犯罪者はついに逮捕され、法の裁きを受けることになった。,"Sono hanzaisha wa tsui ni taiho sare, hou no sabaki o ukeru koto ni natta.",The criminal was finally arrested and faced the judgment of the law.
sent-3311,退院する,Suru Verbs,病気がよくなって、明日ついに退院する。,"Byouki ga yoku natte, ashita tsuini taiin suru.","My illness has improved, and I'm finally being discharged from the hospital tomorrow."
sent-3312,退院する,Suru Verbs,彼は一週間後に退院する予定だ。,Kare wa isshuukan-go ni taiin suru yotei da.,He is scheduled to be discharged from the hospital a week later.
sent-3313,退院する,Suru Verbs,医師の許可が出たため、今日退院することになった。,"Ishi no kyoka ga deta tame, kyou taiin suru koto ni natta.","Due to the doctor's approval, it was decided that I would be discharged from the hospital today."
sent-3314,退院する,Suru Verbs,退院する前に、看護師にお礼を言っておきましょう。,"Taiin suru mae ni, kangoshi ni orei o itte okimashou.","Before being discharged from the hospital, let's thank the nurse."
sent-3315,退院する,Suru Verbs,母は来週月曜日に退院することが決まりました。,Haha wa raishuu getsuyoubi ni taiin suru koto ga kimarimashita.,It has been decided that my mother will be discharged from the hospital next Monday.
sent-3316,対立する,Suru Verbs,両陣営は意見が対立している。,Ryou jin'ei wa iken ga tairitsu shiteiru,Both camps have opposing opinions.
sent-3317,対立する,Suru Verbs,彼らはいつも意見が対立するので、合意に達することが難しい。,"Karera wa itsumo iken ga tairitsu suru node, goui ni tassuru koto ga muzukashii","They always have conflicting opinions, so it is difficult for them to reach an agreement."
sent-3318,対立する,Suru Verbs,社会の中で対立する価値観について話し合うことは意義深い。,Shakai no naka de tairitsu suru kachikan ni tsuite hanashiau koto wa igi fukai,It is meaningful to discuss conflicting values within society.
sent-3319,対立する,Suru Verbs,チーム内で意見が対立することはしばしばあるが、話し合いで解決しなければならない。,"Chīmu nai de iken ga tairitsu suru koto wa shibashiba aru ga, hanashiai de kaiketsu shinakereba naranai","Opinions often clash within the team, but they have to be resolved through discussion."
sent-3320,対立する,Suru Verbs,政治家たちの対立する立場から、さまざまな問題が生じる。,"Seijika-tachi no tairitsu suru tachiba kara, samazama na mondai ga shoujiru",Various problems arise from the conflicting positions of politicians.
sent-3321,探検する,Suru Verbs,未知の土地を探検するのは興味深い経験です。,Michi no tochi o tanken suru no wa kyoumi bukai keiken desu,Exploring unknown lands is an interesting experience.
sent-3322,探検する,Suru Verbs,彼はアフリカ大陸を探検する冒険家として知られています。,Kare wa Afurika tairiku o tanken suru boukenka toshite shirareteimasu,He is known as an adventurer who explores the African continent.
sent-3323,探検する,Suru Verbs,私たちは森の中で秘密の場所を探検することに決めました。,Watashi tachi wa mori no naka de himitsu no basho o tanken suru koto ni kimemashita,We decided to explore secret places in the forest.
sent-3324,探検する,Suru Verbs,彼女は潜水艦で深海を探検することが夢です。,Kanojo wa sensuikan de shinkai o tanken suru koto ga yume desu,Her dream is to explore the deep sea in a submarine.
sent-3325,探検する,Suru Verbs,子どもたちは宝を見つけるために洞窟を探検しました。,Kodomo tachi wa takara o mitsukeru tame ni doukutsu o tanken shimashita,The children explored the cave to find treasure.
sent-3326,担当する,Suru Verbs,今回のプロジェクトを担当することになりました。,Konkai no purojekuto o tantou suru koto ni narimashita,I have become in charge of this project.
sent-3327,担当する,Suru Verbs,各部門から一人ずつ、このタスクを担当する人が選ばれた。,"Kakubumon kara hitori zutsu, kono tasuku o tantou suru hito ga erabareta",One person from each department was chosen to be in charge of this task.
sent-3328,担当する,Suru Verbs,彼は営業部門を担当しています。,Kare wa eigyou bumon o tantou shiteimasu,He is in charge of the sales department.
sent-3329,担当する,Suru Verbs,新しく入った先生が英語の授業を担当することになった。,Atarashiku haitta sensei ga eigo no jugyou o tantou suru koto ni natta,The new teacher has been assigned to teach English classes.
sent-3330,担当する,Suru Verbs,わたしは会議の進行役を担当することになりました。,Watashi wa kaigi no shinkouyaku o tantou suru koto ni narimashita,I have been appointed to be in charge of the progress of the meeting.
sent-3331,達成する,Suru Verbs,目標を達成するためには、毎日努力を続けることが大切だ。,"Mokuhyou o tassei suru tame ni wa, mainichi doryoku o tsudukeru koto ga taisetsu da","In order to achieve your goals, it is important to continue making efforts every day."
sent-3332,達成する,Suru Verbs,彼は達成すると決めた目標に向かって一生懸命働いている。,Kare wa tassei suru to kimeta mokuhyou ni mukatte isshou kenmei hataraite iru,He is working hard toward the goal he has decided to achieve.
sent-3333,達成する,Suru Verbs,達成するために一緒に協力しましょう。,Tassei suru tame ni issho ni kyouryoku shimashou,Let's cooperate together to achieve our goal.
sent-3334,達成する,Suru Verbs,彼女は自分の夢を達成するために毎日練習している。,Kanojo wa jibun no yume o tassei suru tame ni mainichi renshuu shite iru,She practices every day to achieve her dream.
sent-3335,達成する,Suru Verbs,プロジェクトの目標を達成するには、チームのコミュニケーションが重要です。,"Purojekuto no mokuhyou o tassei suru ni wa, chiimu no komyunikeeshon ga juuyou desu","To achieve the project's goals, team communication is important."
sent-3336,タッチする,Suru Verbs,彼は画面を指で軽くタッチした。,Kare wa gamen o yubi de karuku tacchi shita.,He lightly touched the screen with his finger.
sent-3337,タッチする,Suru Verbs,タッチパネルに手を置いて、タッチして操作できます。,"Tacchi paneru ni te o oite, tacchi shite sousa dekimasu.",You can put your hand on the touch panel and operate it by touching.
sent-3338,タッチする,Suru Verbs,タッチ式の電子機器が人気があります。,Tacchi-shiki no denshi kigu ga ninki ga arimasu.,Touch-type electronic devices are popular.
sent-3339,タッチする,Suru Verbs,タッチ操作のスマートフォンは便利だ。,Tacchi sousa no sumaato fon wa benri da.,Touch-operated smartphones are convenient.
sent-3340,タッチする,Suru Verbs,タッチセンサーが反応してドアが開く。,Tacchi sensaa ga hannou shite doa ga hiraku.,The touch sensor responds and the door opens.
sent-3341,提案する,Suru Verbs,新しいプロジェクトについて提案することが決まりました。,Atarashii purojekuto ni tsuite teian suru koto ga kimarimashita.,It has been decided to propose a new project.
sent-3342,提案する,Suru Verbs,上司に対して改善策を提案する勇気が必要です。,Joushi ni taishite kaizen saku o teian suru yuuki ga hitsuyou desu.,We need courage to suggest improvements to our superiors.
sent-3343,提案する,Suru Verbs,彼女は会議で質問に対する解決策を提案しました。,Kanojo wa kaigi de shitsumon ni taisuru kaiketsu saku o teian shimashita.,She proposed a solution to the question at the meeting.
sent-3344,提案する,Suru Verbs,私は、環境保護のための新しいアイデアを提案しました。,"Watashi wa, kankyou hogo no tame no atarashii aidea o teian shimashita.",I proposed a new idea for environmental protection.
sent-3345,提案する,Suru Verbs,わたしたちのチームはフィードバックに基づいて変更案を提案します。,Watashitachi no chiimu wa fiidobakku ni motozuite henkouan o teian shimasu.,Our team proposes changes based on feedback.
sent-3346,提出する,Suru Verbs,彼はレポートを期限内に提出しなければならない。,Kare wa repōto o kigennai ni teishutsu shinakereba naranai,He must submit the report within the deadline.
sent-3347,提出する,Suru Verbs,私は明日、論文を提出する必要があります。,"Watashi wa ashita, ronbun o teishutsu suru hitsuyou ga arimasu",I need to submit my thesis tomorrow.
sent-3348,提出する,Suru Verbs,申請書を提出する前に、必要書類を確認してください。,"Shinseisho o teishutsu suru mae ni, hitsuyou shorui o kakunin shite kudasai",Please check the required documents before submitting the application form.
sent-3349,提出する,Suru Verbs,提案を提出する際には、きちんとした根拠を示さなければなりません。,"Teian o teishutsu suru sai ni wa, kichinto shita konkyo o shimesanakereba narimasen","When submitting a proposal, you must show a proper basis."
sent-3350,提出する,Suru Verbs,グループプロジェクトで各メンバーはアイデアを提出することが求められる。,Gurūpu purojekuto de kaku menbā wa aidea o teishutsu suru koto ga motomerareru,"In group projects, each member is asked to submit ideas."
sent-3351,徹夜する,Suru Verbs,試験勉強のために、今夜は徹夜するつもりだ。,"Shiken benkyou no tame ni, kon'ya wa tetsuya suru tsumori da.",I plan to stay up all night tonight for exam study.
sent-3352,徹夜する,Suru Verbs,彼はプロジェクトを終わらせるため、徹夜して働いた。,"Kare wa purojekuto o owaraseru tame, tetsuya shite hataraita.",He worked all night to finish the project.
sent-3353,徹夜する,Suru Verbs,私たちは友達の家で徹夜して映画を見た。,Watashitachi wa tomodachi no ie de tetsuya shite eiga o mita.,We stayed up all night watching movies at a friend's house.
sent-3354,徹夜する,Suru Verbs,昨夜、家族全員で徹夜してゲームを楽しんだ。,"Sakuya, kazoku zen'in de tetsuya shite gēmu o tanoshinda.","Last night, we all stayed up and enjoyed playing games with the whole family."
sent-3355,徹夜する,Suru Verbs,彼女は締め切りに間に合わせるため、何度も徹夜せざるを得なくて作品を仕上げた。,"Kanojo wa shimekiri ni maniawaseru tame, nandomo tetsuya sezaru o enakute sakuhin o shiageta.",She had to stay up all night multiple times to finish her work in time for the deadline.
sent-3356,到着する,Suru Verbs,今日の夕方、友達が東京に到着する予定です。,"Kyou no yuugata, tomodachi ga Toukyou ni touchaku suru yotei desu.",My friend is scheduled to arrive in Tokyo this evening.
sent-3357,到着する,Suru Verbs,空港に到着するとすぐ、荷物を受け取りに行きます。,"Kuukou ni touchaku suru to sugu, nimotsu o uketori ni ikimasu.","When I arrive at the airport, I will go to collect my luggage immediately."
sent-3358,到着する,Suru Verbs,会議が始まる前に到着するように急いでください。,Kaigi ga hajimaru mae ni touchaku suru you ni isoide kudasai.,Please hurry so you can arrive before the meeting starts.
sent-3359,到着する,Suru Verbs,列車は定刻に駅に到着することを確認しました。,Ressha wa teikoku ni eki ni touchaku suru koto o kakunin shimashita.,I confirmed that the train would arrive at the station on time.
